1,"2019-01-06 12:57:00","서서현","daegu","14680878735558714258","2.6.25.21","kr"
2,"2019-01-06 12:56:00","최보규","citi","25656834666483126081","2.7.114.140","kr"
3,"2019-01-06 12:57:00","심신영","gyungnam","83723163528356156800","2.7.146.215","kr"
4,"2019-01-06 12:57:00","송인영","daegu","67753664462287714605","2.9.96.83","kr"
5,"2019-01-06 12:57:00","주나정","jeju","53861342837386664512","2.10.132.231","kr"
6,"2019-01-06 12:57:00","권나현","nh","18441142716473563422","2.13.4.147","kr"
7,"2019-01-06 12:57:00","문재규","gyungnam","18552302230544142533","2.19.142.56","kr"
8,"2019-01-06 12:57:00","남수혜","gwangju","16026674517811444883","2.20.117.98","kr"
9,"2019-01-06 12:57:00","홍희주","gwangju","10872616645258268382","2.29.106.162","kr"
10,"2019-01-06 12:57:00","정유미","shinhan","12664005748772174515","2.32.39.167","kr"
11,"2019-01-06 12:57:00","진승민","ibk","26304162081163157134","2.32.111.176","kr"
12,"2019-01-06 12:57:00","박준탁","kookmin","16847027778458177465","2.33.216.2","kr"
13,"2019-01-06 12:57:00","정수혜","kookmin","65867845151210064680","2.34.98.132","kr"
14,"2019-01-06 12:57:00","남궁지윤","jeju","47678250040750658535","2.37.122.156","kr"
15,"2019-01-06 12:57:00","유수빈","daegu","75708500433572008628","2.40.172.72","kr"
16,"2019-01-06 12:57:00","송준현","jeju","80516117183860713862","2.40.177.147","kr"
17,"2019-01-06 12:57:00","주은설","jeju","10711464236412073610","2.46.174.109","kr"
18,"2019-01-06 12:57:00","주지원","busan","51485060826133585110","2.48.174.34","kr"
19,"2019-01-06 12:57:00","백민하","woori","50301677733705736422","2.49.177.115","kr"
20,"2019-01-06 12:57:00","조백천","citi","88881746334542320407","2.50.47.96","kr"
21,"2019-01-06 12:57:00","진숙자","citi","30676102872171660333","2.51.201.242","kr"
22,"2019-01-06 12:57:00","심보리","busan","12677773110560846277","2.52.22.3","kr"
23,"2019-01-06 12:57:00","탁유비","jeju","37117400280577702370","2.53.94.138","kr"
24,"2019-01-06 12:57:00","주인철","busan","68844707486557440281","2.54.172.225","kr"
25,"2019-01-06 12:57:00","홍경희","jeju","80166785141353117122","2.55.2.237","kr"
26,"2019-01-06 12:57:00","정경애","busan","16551200122455721786","2.55.192.159","kr"
27,"2019-01-06 12:57:00","이영아","shinhan","63783416308723434225","2.56.155.37","kr"
28,"2019-01-06 12:57:00","주진서","gyungnam","40360574766655213853","2.56.236.59","kr"
29,"2019-01-06 12:57:00","성유람","jeonbuk","38342548375861271816","2.57.124.221","kr"
30,"2019-01-06 12:57:00","추섭","gyungnam","21146316312258875167","2.61.116.131","kr"
31,"2019-01-06 12:56:00","추나림","kookmin","11807464423856005528","2.63.9.150","kr"
32,"2019-01-06 12:57:00","탁승혁","gwangju","73538155386122415642","2.65.165.147","kr"
33,"2019-01-06 12:57:00","원수인","busan","80520608518274811087","2.66.124.225","kr"
34,"2019-01-06 12:57:00","남궁춘삼","gyungnam","10561424447388837676","2.68.247.215","kr"
35,"2019-01-06 12:57:00","주남혁","kookmin","15772752443146737332","2.69.64.52","kr"
36,"2019-01-06 12:57:00","심하라","nh","78838330821378073023","2.69.142.35","kr"
37,"2019-01-06 12:57:00","진승민","daegu","18108307534645152838","2.71.231.226","kr"
38,"2019-01-06 12:57:00","남궁해윤","shinhan","13431181877222547367","2.73.145.6","kr"
39,"2019-01-06 12:57:00","진연희","jeju","64257451367335637074","2.76.8.80","kr"
40,"2019-01-06 12:57:00","소태형","gwangju","47663621601675026702","2.77.163.7","kr"
41,"2019-01-06 12:57:00","채보민","citi","76731402188055818238","2.78.55.117","kr"
42,"2019-01-06 12:57:00","장문도","woori","10188136805850271014","2.80.61.145","kr"
43,"2019-01-06 12:57:00","추종성","gyungnam","36108575714861164364","2.83.26.21","kr"
44,"2019-01-06 12:57:00","채구철","jeju","23344721420716280627","2.83.94.5","kr"
45,"2019-01-06 12:57:00","남건호","kookmin","10662217557758371406","2.87.76.62","kr"
46,"2019-01-06 12:57:00","심백천","jeonbuk","63601550486870133456","2.88.155.163","kr"
47,"2019-01-06 12:57:00","기한별","ibk","46801015218637881635","2.89.208.206","kr"
